PIX Logfile created at: 11:26:48 PM

Frame 000001 ....PRE: Frame(1)
Frame 000001 ........PRE: Direct3DCreate9(32)
Frame 000001 ............PRE: AddObject(D3D9 Object, 0x00DBFF68, 0x00F007E0)
Frame 000001 ............POST: <TRUE> AddObject(D3D9 Object, 0x00DBFF68, 0x00F007E0)
Frame 000001 ........POST: <0x00DBFF68> Direct3DCreate9(32)
Frame 000001 ........PRE: D3DPERF_SetOptions(0x00000002)
Frame 000001 ........POST: <> D3DPERF_SetOptions(0x00000002)
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::GetAdapterCount()
Frame 000001 ........POST: <1><this=0x00dbff68> IDirect3D9::GetAdapterCount()
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::GetAdapterIdentifier(0, 0x00000000, 0x0018D2A4)
Frame 000001 ........POST: <S_OK><this=0x00dbff68> IDirect3D9::GetAdapterIdentifier(0, 0x00000000, 0x0018D2A4)
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::GetDeviceCaps(0, D3DDEVTYPE_HAL, 0x0018F21C)
Frame 000001 ........POST: <S_OK><this=0x00dbff68> IDirect3D9::GetDeviceCaps(0, D3DDEVTYPE_HAL, 0x0018F21C)
Frame 000001 ........PRE: <this=0x00dbff68>IDirect3D9::CheckDeviceFormat(0, D3DDEVTYPE_HAL, D3DFMT_X8R8G8B8, 0, D3DRTYPE_TEXTURE, D3DFMT_A8R8G8B8)
Frame 000204 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000204 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000204 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000204 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000204 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000204 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000204 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000204 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000204 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000204 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000204 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000204 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000204 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000204 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000204 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000204 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000204 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000204 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000204 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000204 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000204 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000204 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000204 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000204 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000204 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000204 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000204 ....POST: <> Frame(204)
Frame 000205 ....PRE: Frame(205)
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000205 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000205 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000205 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000205 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000205 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000205 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000205 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000205 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000205 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000205 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000205 ....POST: <> Frame(205)
Frame 000206 ....PRE: Frame(206)
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000206 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000206 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000206 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000206 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000206 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000206 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000206 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000206 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000206 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000206 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000206 ....POST: <> Frame(206)
Frame 000207 ....PRE: Frame(207)
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000207 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000207 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000207 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000207 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000207 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000207 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000207 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000207 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000207 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000207 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000207 ....POST: <> Frame(207)
Frame 000208 ....PRE: Frame(208)
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000208 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000208 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000208 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000208 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000208 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000208 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000208 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000208 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000208 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000208 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000208 ....POST: <> Frame(208)
Frame 000209 ....PRE: Frame(209)
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000209 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000209 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000209 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000209 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000209 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000209 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::BeginPass(0)
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::BeginScene()
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::BeginScene()
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::DrawIndexedPrimitive(D3DPT_TRIANGLELIST, 0, 0, 72, 0, 24)
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::EndPass()
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::EndPass()
Frame 000209 ........PRE: <this=0x095e5478>ID3DXEffect::End()
Frame 000209 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::End()
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::EndScene()
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::EndScene()
Frame 000209 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000209 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Present(NULL, NULL, NULL, NULL)
Frame 000209 ....POST: <> Frame(209)
Frame 000210 ....PRE: Frame(210)
Frame 000210 ........PRE: <this=0x095f1a90>IDirect3DDevice9::TestCooperativeLevel()
Frame 000210 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::TestCooperativeLevel()
Frame 000210 ........PRE: <this=0x095f1a90>IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000210 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::GetRenderState(D3DRS_SCISSORTESTENABLE, 0x0018F16C)
Frame 000210 ........PRE: <this=0x095f1a90>IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000210 ........POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::Clear(0x00000000, NULL, 0x00000003, D3DCOLOR_ARGB(0xff,0x64,0x95,0xed), 1.000f, 0x00000000)
Frame 000210 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000210 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrix(0xFF317A63, 0x0018EF24)
Frame 000210 ........PRE: <this=0x095e5478>ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000210 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetMatrixArray(0xFF317967, 0x067AFE44, 3)
Frame 000210 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000210 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF317A0F, 0)
Frame 000210 ........PRE: <this=0x095e5478>ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000210 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::SetInt(0xFF3179BB, 0)
Frame 000210 ........PRE: <this=0x095e5478>ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000210 ........POST: <S_OK><this=0x095e5478> ID3DXEffect::Begin(0x0018EF44, 0x00000001)
Frame 000210 ........PRE: <this=0x095e5478>ID3DXEffect::BeginPass(0)
Frame 000210 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000210 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShader(0x095E57C0)
Frame 000210 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000210 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetVertexShaderConstantF(0, 0x00CE8D68, 4)
Frame 000210 ............PRE: <this=0x095f1a90>IDirect3DDevice9::SetPixelShader(0x095E5310)
Frame 000210 ............POST: <S_OK><this=0x095f1a90> IDirect3DDevice9::SetPixelShader(0x095E5310)
